node_id,id,position
1036644593,89375367,0
300532876,89375367,1
300532880,89375367,2
300532885,89375367,3
1182559731,102404841,0
1182559726,102404841,1
1230360566,107011220,0
1230361432,107011220,1
1290318177,113814500,0
1290318173,113814500,1
1290318185,113814500,2
1290318175,113814500,3
1290318177,113814500,4
1319031709,117091205,0
1319031562,117091205,1
1319031602,117091205,2
1319031686,117091205,3
1319031557,117091205,4
1319031636,117091205,5
1319031717,117091205,6
1319031587,117091205,7
1319031668,117091205,8
1319031538,117091205,9
1319031571,117091205,10
1319031596,117091205,11
1319031662,117091205,12
1319031531,117091205,13
1319031619,117091205,14
1319031700,117091205,15
1319031569,117091205,16
1319031649,117091205,17
1319031532,117091205,18
1319031581,117091205,19
1319031659,117091205,20
1319031528,117091205,21
1319031608,117091205,22
1319031692,117091205,23
3253108191,117091205,24
1319031563,117091205,25
1319031645,117091205,26
1319031727,117091205,27
1319031640,117091205,28
1319031721,117091205,29
1319031590,117091205,30
1319031676,117091205,31
1319031544,117091205,32
1319031628,117091205,33
1319031710,117091205,34
3927161720,117091205,35
1319031583,117091205,36
1319031621,117091205,37
1319031704,117091205,38
1319031573,117091205,39
1319031652,117091205,40
1319031588,117091205,41
3456816348,117091205,42
1319031673,117091205,43
1319031540,117091205,44
3253108277,117091205,45
1319031625,117091205,46
3626217359,117091205,47
1319031687,117091205,48
1298068515,120276771,0
1841806570,120276771,1
530640481,120276771,2
1765370449,121375736,0
1765370438,121375736,1
1765370425,121375736,2
1765370426,121375736,3
1765370427,121375736,4
1765370428,121375736,5
1765370439,121375736,6
1765370440,121375736,7
1765370450,121375736,8
1359134983,121375736,9
1359134986,121375736,10
1359134985,121375736,11
1359134982,121375736,12
1765370449,121375736,13
1366324024,122214336,0
1831326478,122214336,1
1410728884,127468286,0
1745111573,127468286,1
1420931071,128623105,0
1420931158,128623105,1
1420931159,128623105,2
1420931163,128623105,3
1420931174,128623105,4
1420931214,128623105,5
1420931177,128623105,6
1420931209,128623105,7
1420930986,128623105,8
1420931124,128623105,9
1420931034,128623105,10
1420931161,128623105,11
240420768,136512026,0
1497364443,136512026,1
1579074421,144356228,0
1579074478,144356228,1
1634873729,150587400,0
1634873723,150587400,1
1654156355,152607487,0
1654156369,152607487,1
1654156370,152607487,2
1654156363,152607487,3
1654156355,152607487,4
1685831716,156319713,0
1420940402,156319713,1
1420909607,159524588,0
1420909608,159524588,1
1420909611,159524588,2
1716348820,159524588,3
1716348823,159524588,4
1923269557,159524588,5
1736313171,161661641,0
1736313167,161661641,1
1734287120,163896066,0
1815561651,163896066,1
1755675395,163896066,2
1755675399,163896066,3
1755675397,163896066,4
1755675396,163896066,5
1755675394,163896066,6
1755675400,163896066,7
1755675398,163896066,8
1755675402,163896066,9
1768303525,165274744,0
1768303530,165274744,1
1768303538,165274744,2
1768303531,165274744,3
1768303525,165274744,4
1790367266,167657292,0
1498572931,167657292,1
1808258784,169658778,0
1808258798,169658778,1
1808258793,169658778,2
1808258799,169658778,3
1808258747,169658778,4
1808258705,169658778,5
1808258752,169658778,6
1808258800,169658778,7
1808258711,169658778,8
1808258797,169658778,9
1808258744,169658778,10
3247656903,169658778,11
1808258714,169658778,12
1808258779,169658778,13
1808258816,169658778,14
1808258749,169658778,15
3457273238,169658778,16
1808258806,169658778,17
1808258707,169658778,18
3457273239,169658778,19
1808258810,169658778,20
1808258753,169658778,21
3247597477,169658778,22
3247597479,169658778,23
3247597480,169658778,24
3247597481,169658778,25
3247597478,169658778,26
3247597476,169658778,27
3247597475,169658778,28
3247597474,169658778,29
35722439,170765062,0
1819087334,170765062,1
1838483406,173019406,0
1838484192,173019406,1
1838484190,173019406,2
1838484195,173019406,3
1838483376,173019406,4
1852012527,174531746,0
1852012529,174531746,1
322451705,176583914,0
1765216485,176583914,1
1765216484,176583914,2
1765216411,176583914,3
1765216410,176583914,4
1765216405,176583914,5
322451704,176583914,6
1765216369,176583914,7
1929025492,182545272,0
1929025498,182545272,1
1944902971,184063861,0
1944902934,184063861,1
1944902919,184063861,2
1944902871,184063861,3
1944902835,184063861,4
1944902828,184063861,5
1944902815,184063861,6
1944902780,184063861,7
1944902762,184063861,8
1944902747,184063861,9
1944902714,184063861,10
1944902679,184063861,11
1944902658,184063861,12
1944902617,184063861,13
1944902590,184063861,14
1944902513,184063861,15
1944902492,184063861,16
1944902424,184063861,17
1944902408,184063861,18
1962320098,185579011,0
1962320114,185579011,1
1962320092,185579011,2
1962320093,185579011,3
1962320118,185579011,4
1962320122,185579011,5
1962320134,185579011,6
1962320140,185579011,7
1962320139,185579011,8
1962320151,185579011,9
1984482538,187810687,0
1984482534,187810687,1
1984482533,187810687,2
1984482530,187810687,3
534251326,187810687,4
1984482514,187810687,5
1984482516,187810687,6
1984482520,187810687,7
1984482522,187810687,8
1984482524,187810687,9
1984482528,187810687,10
1984482531,187810687,11
1634491543,190408047,0
3068213278,190408047,1
245150078,190408047,2
3068213301,190408047,3
2010523640,190408047,4
100649633,190408047,5
1634975412,190408047,6
330846345,190408047,7
1718038235,199903004,0
1813979307,199903004,1
3072745103,199903004,2
1587187700,199903004,3
2153659545,205395295,0
2153659541,205395295,1
2207737443,210697483,0
2207737442,210697483,1
2207737440,210697483,2
2207737438,210697483,3
2207737437,210697483,4
2207737436,210697483,5
2207737435,210697483,6
2207737434,210697483,7
2207737433,210697483,8
2207737432,210697483,9
2207737431,210697483,10
2207737430,210697483,11
2207737429,210697483,12
2207737428,210697483,13
2207737427,210697483,14
2207737426,210697483,15
2207737425,210697483,16
2207737424,210697483,17
2207737423,210697483,18
2207737422,210697483,19
2207737421,210697483,20
2207737420,210697483,21
1716349731,219289495,0
2284637284,219289495,1
2284637257,219289495,2
2284637244,219289495,3
2336850794,224834638,0
3895012385,224834638,1
2336878157,224834638,2
3894982946,224834638,3
3894982944,224834638,4
3894982942,224834638,5
3894982943,224834638,6
2336878152,224834638,7
3894982940,224834638,8
3894982937,224834638,9
3894982936,224834638,10
2336878143,224834638,11
3894982933,224834638,12
3894982934,224834638,13
3894982935,224834638,14
3894982941,224834638,15
2336878150,224834638,16
3894982939,224834638,17
3894982938,224834638,18
2336878145,224834638,19
3894982932,224834638,20
2336878140,224834638,21
3894982925,224834638,22
3894982922,224834638,23
3894982918,224834638,24
3894982919,224834638,25
3894982923,224834638,26
3894982924,224834638,27
3894982920,224834638,28
3894982921,224834638,29
3894982927,224834638,30
3894982926,224834638,31
3894982929,224834638,32
3894982928,224834638,33
3894982930,224834638,34
3894982931,224834638,35
3894978418,224834638,36
3894978416,224834638,37
3894978415,224834638,38
3894978413,224834638,39
2336878141,224834638,40
3894978421,224834638,41
3894978420,224834638,42
3894978423,224834638,43
3894978422,224834638,44
3894978424,224834638,45
3894978425,224834638,46
3894978428,224834638,47
3894978427,224834638,48
3894978430,224834638,49
3894978432,224834638,50
3894978433,224834638,51
3894978434,224834638,52
3894978435,224834638,53
3894978437,224834638,54
3894978438,224834638,55
2336878159,224834638,56
3894978439,224834638,57
3894978440,224834638,58
3894978442,224834638,59
3894978446,224834638,60
3894978447,224834638,61
3894978444,224834638,62
3894978445,224834638,63
3894978441,224834638,64
3894978436,224834638,65
3894978431,224834638,66
3894978429,224834638,67
3894978426,224834638,68
3894978419,224834638,69
3894978417,224834638,70
3894978410,224834638,71
3894978412,224834638,72
3894978411,224834638,73
3894978414,224834638,74
3894978443,224834638,75
3894977168,224834638,76
2336878161,224834638,77
3894977170,224834638,78
3894977169,224834638,79
3894977171,224834638,80
3894977172,224834638,81
3894977174,224834638,82
3894977173,224834638,83
3894967122,224834638,84
3894967121,224834638,85
3894967128,224834638,86
3894967129,224834638,87
3894967131,224834638,88
3894967125,224834638,89
3894967124,224834638,90
3894967130,224834638,91
2336878163,224834638,92
244274021,227135624,0
1359329377,227135624,1
605297190,230627592,0
2391141164,230627592,1
2391141166,230627592,2
2409480083,232603158,0
2409480108,232603158,1
2409480062,232603158,2
2409480071,232603158,3
2409480081,232603158,4
2409480066,232603158,5
2409480080,232603158,6
2409480074,232603158,7
2409480100,232603158,8
2409480083,232603158,9
2438257461,235761641,0
2438257410,235761641,1
2462518698,238407728,0
2462518699,238407728,1
528881602,239167102,0
1732795524,239167102,1
1732795523,239167102,2
1732795521,239167102,3
1790499046,239167102,4
528890575,239167102,5
245132377,239167102,6
2477836827,240016549,0
2477836822,240016549,1
2477836807,240016549,2
2477836812,240016549,3
2477836816,240016549,4
2477836813,240016549,5
2477836820,240016549,6
2477836824,240016549,7
2477836827,240016549,8
2485150005,240825568,0
2485150007,240825568,1
2485150009,240825568,2
2485150011,240825568,3
2485150012,240825568,4
2485150014,240825568,5
2485150005,240825568,6
2497279410,242214791,0
2497302491,242214791,1
2497279668,242214791,2
2497279689,242214791,3
2497279670,242214791,4
388541412,244031353,0
2098804278,244031353,1
745454679,244031353,2
288368715,244031353,3
2098281194,244031353,4
2550342004,248202330,0
2550342006,248202330,1
2550342009,248202330,2
2550342011,248202330,3
2550342004,248202330,4
2577180790,251506055,0
1938473142,251506055,1
1938473141,251506055,2
1938473139,251506055,3
1938473137,251506055,4
1938473135,251506055,5
1938473133,251506055,6
1938473122,251506055,7
1938473121,251506055,8
1938473120,251506055,9
3522700869,251506055,10
1938473098,251506055,11
2597504433,253873840,0
2597504449,253873840,1
2597504456,253873840,2
2597504439,253873840,3
2597504433,253873840,4
2619377406,256265268,0
2619377405,256265268,1
2619377400,256265268,2
2619377401,256265268,3
2619377406,256265268,4
2634999670,258088780,0
2634999671,258088780,1
2634999625,258088780,2
2634999624,258088780,3
2634999670,258088780,4
2684975530,262843600,0
2684975531,262843600,1
2684975532,262843600,2
2684975533,262843600,3
2684975530,262843600,4
2733378150,267948000,0
2733378157,267948000,1
2733378200,267948000,2
2733378203,267948000,3
2733378160,267948000,4
2810284998,276433608,0
2810284999,276433608,1
2810285000,276433608,2
2810285401,276433608,3
2810284998,276433608,4
2852165792,281237458,0
2852165793,281237458,1
2852165794,281237458,2
2852165795,281237458,3
2852165792,281237458,4
2898427713,286200606,0
2898427714,286200606,1
2898427715,286200606,2
2898427716,286200606,3
2898427713,286200606,4
2910535634,287455745,0
2910535716,287455745,1
2910535640,287455745,2
2910535641,287455745,3
2910535642,287455745,4
2910539458,287455745,5
2910539459,287455745,6
2910535643,287455745,7
2910535644,287455745,8
2910535645,287455745,9
2910535646,287455745,10
2910535647,287455745,11
2910535648,287455745,12
2910535649,287455745,13
2910535650,287455745,14
2910535651,287455745,15
2910535662,287455745,16
2910535652,287455745,17
2910535653,287455745,18
2910535654,287455745,19
2910535655,287455745,20
2910535656,287455745,21
3441000826,287455745,22
2910535657,287455745,23
2910535658,287455745,24
2910535659,287455745,25
2910535660,287455745,26
2910535661,287455745,27
3005389623,296729231,0
3005389622,296729231,1
3005389627,296729231,2
3005389632,296729231,3
3018729477,297973229,0
3018729478,297973229,1
3018729479,297973229,2
3018729480,297973229,3
3100130763,305390271,0
557290254,305390271,1
557290249,305390271,2
557290245,305390271,3
557290236,305390271,4
557290229,305390271,5
3184112993,312538946,0
3184113001,312538946,1
3184113000,312538946,2
3184112992,312538946,3
3184112993,312538946,4
3239974949,317707399,0
3239974943,317707399,1
3239974939,317707399,2
3239974938,317707399,3
3239974940,317707399,4
3239974944,317707399,5
3239974948,317707399,6
3239974951,317707399,7
3239974953,317707399,8
3239974956,317707399,9
3239974961,317707399,10
3239974963,317707399,11
3239974964,317707399,12
3239974957,317707399,13
3251894652,318808486,0
3251894653,318808486,1
3251894647,318808486,2
3251894646,318808486,3
3251894645,318808486,4
3251894644,318808486,5
3251894649,318808486,6
3251894650,318808486,7
3251894652,318808486,8
3313456213,324633389,0
3313456214,324633389,1
3313456212,324633389,2
3313456211,324633389,3
3313456213,324633389,4
3300102190,327580889,0
3419136971,327580889,1
3343917137,327580889,2
3343917123,327580889,3
3343917133,327580889,4
3419136988,327580889,5
3419136970,327580889,6
3419136986,327580889,7
3419136980,327580889,8
3419136978,327580889,9
3419136972,327580889,10
3370266930,330066076,0
3370266931,330066076,1
3370266932,330066076,2
3370266933,330066076,3
3091500240,331673102,0
3387744640,331673102,1
3387744643,331673102,2
3387744646,331673102,3
3419003290,334801781,0
3419003291,334801781,1
3419003292,334801781,2
3419004093,334801781,3
3419004094,334801781,4
3419004095,334801781,5
1984896930,343243523,0
1984896909,343243523,1
1984896859,343243523,2
1984896811,343243523,3
1984896762,343243523,4
1984896735,343243523,5
1984896703,343243523,6
1984896652,343243523,7
1984896644,343243523,8
1984896637,343243523,9
1984896641,343243523,10
1984896648,343243523,11
1984896663,343243523,12
1984896740,343243523,13
1984896816,343243523,14
1984896834,343243523,15
1984896831,343243523,16
1984896823,343243523,17
1984896807,343243523,18
1984896765,343243523,19
1984896744,343243523,20
1984896710,343243523,21
1984896634,343243523,22
1984896617,343243523,23
1984896566,343243523,24
1984896542,343243523,25
1984896499,343243523,26
1984896485,343243523,27
1984896471,343243523,28
1984896463,343243523,29
1984896419,343243523,30
1984896393,343243523,31
1984896286,343243523,32
3355347757,343243523,33
1984896174,343243523,34
1984895972,343243523,35
1984895861,343243523,36
1984895841,343243523,37
1984895831,343243523,38
1984895824,343243523,39
1984895808,343243523,40
1984895803,343243523,41
3564848208,350719277,0
3564848209,350719277,1
3564848210,350719277,2
3564848211,350719277,3
3564848212,350719277,4
3564848213,350719277,5
3564848214,350719277,6
3564848215,350719277,7
3564848208,350719277,8
1473406877,353635479,0
3594479821,353635479,1
3594479822,353635479,2
4066774012,353635479,3
356722026,353635479,4
3622682186,356866679,0
3622682204,356866679,1
3622682205,356866679,2
3622682206,356866679,3
3622682207,356866679,4
3634948615,358587453,0
3634948613,358587453,1
3634948611,358587453,2
3643528735,359677115,0
3643528732,359677115,1
3643528727,359677115,2
3643528730,359677115,3
3643528729,359677115,4
3643528734,359677115,5
3643528731,359677115,6
3643528746,359677115,7
3643528750,359677115,8
3643528743,359677115,9
3643528742,359677115,10
3643528737,359677115,11
3643528735,359677115,12
3684932791,364446963,0
3684932790,364446963,1
3684932782,364446963,2
3684932833,364446963,3
3684932837,364446963,4
3684932799,364446963,5
3684932807,364446963,6
3684932793,364446963,7
3684932791,364446963,8
3699906572,365997161,0
3699906568,365997161,1
3699906566,365997161,2
3699906569,365997161,3
3699906572,365997161,4
3749725047,371402280,0
3749725048,371402280,1
3749725044,371402280,2
3749725043,371402280,3
3749725042,371402280,4
3749725041,371402280,5
3749725045,371402280,6
3749725046,371402280,7
3749725047,371402280,8
3868554143,383574490,0
323188568,383574490,1
3930517202,389892673,0
3930517201,389892673,1
3930517199,389892673,2
3930517200,389892673,3
3930517202,389892673,4
3933571242,390195797,0
3933571233,390195797,1
3933571226,390195797,2
3933571213,390195797,3
3933571200,390195797,4
3965933424,393391935,0
3965933436,393391935,1
3965933435,393391935,2
3965933441,393391935,3
3965933440,393391935,4
3965933423,393391935,5
3965933424,393391935,6
4017931892,399057339,0
4017931893,399057339,1
4066775168,404398179,0
4066775167,404398179,1
4066775166,404398179,2
4066775163,404398179,3
4066775162,404398179,4
4076125732,405404964,0
4076125734,405404964,1
4076125733,405404964,2
4076125731,405404964,3
4076125732,405404964,4
4077651444,405593603,0
4077651446,405593603,1
4077651448,405593603,2
4077651449,405593603,3
4077651450,405593603,4
4077651453,405593603,5
4077651479,405593603,6
4077651606,405593603,7
4077651622,405593603,8
4077651626,405593603,9
4077651634,405593603,10
3316617958,405593603,11
4077651677,405593603,12
4092210901,407185507,0
4092210905,407185507,1
4092210904,407185507,2
4092210900,407185507,3
4092210901,407185507,4
4121923011,409562834,0
4121923012,409562834,1
4121923017,409562834,2
4121923025,409562834,3
4121923033,409562834,4
4114505467,409562834,5
4134095609,411814428,0
4134104589,411814428,1
4134095604,411814428,2
4134098890,411814428,3
4134101997,411814428,4
4346153393,411814428,5
4134103205,411814428,6
4134102002,411814428,7
4134103727,411814428,8
4134103732,411814428,9
4134095614,411814428,10
3594389897,415981768,0
3594389910,415981768,1
4180256967,417466509,0
4180256966,417466509,1
4180256962,417466509,2
4180256963,417466509,3
4180256967,417466509,4
4194772689,419406576,0
4194772687,419406576,1
4194772686,419406576,2
4194772688,419406576,3
4194772689,419406576,4
4220766819,422328247,0
4220766820,422328247,1
4220766821,422328247,2
4220766822,422328247,3
4220766819,422328247,4
4330987778,435147301,0
4330987779,435147301,1
4330987780,435147301,2
4330987781,435147301,3
4330987782,435147301,4
4330987783,435147301,5
4330987784,435147301,6
4330987785,435147301,7
4330987778,435147301,8
4362436565,438502864,0
4362436582,438502864,1
4379151795,440194922,0
4379151796,440194922,1
4379151797,440194922,2
4379151798,440194922,3
4379151795,440194922,4
4415569727,444053573,0
4415569728,444053573,1
4466039806,449664880,0
4727005013,449664880,1
4466039808,449664880,2
4466039809,449664880,3
4466039810,449664880,4
4466039811,449664880,5
4466039812,449664880,6
4466039813,449664880,7
4727005014,449664880,8
4466039806,449664880,9
4558638537,460189114,0
4558638536,460189114,1
4558638535,460189114,2
4558638534,460189114,3
4624516413,467852129,0
4624516414,467852129,1
4624516415,467852129,2
4624516416,467852129,3
4624516417,467852129,4
4624516418,467852129,5
4624516419,467852129,6
4624516420,467852129,7
4624516413,467852129,8
2709713273,468883628,0
4633422743,468883628,1
4633422742,468883628,2
4633422741,468883628,3
4633422740,468883628,4
4633422739,468883628,5
4633422738,468883628,6
4633422737,468883628,7
4633422736,468883628,8
4633422735,468883628,9
4633422734,468883628,10
4633422733,468883628,11
4633422732,468883628,12
4633422731,468883628,13
4633422730,468883628,14
4633422729,468883628,15
4633422728,468883628,16
4633422727,468883628,17
4633422726,468883628,18
4633422725,468883628,19
4633422724,468883628,20
4633423276,468883628,21
4686339974,474747304,0
4686339975,474747304,1
4686339976,474747304,2
4686339977,474747304,3
4686339974,474747304,4
4697302817,476078138,0
4697302818,476078138,1
4697302819,476078138,2
4697302820,476078138,3
4697302821,476078138,4
4697302822,476078138,5
4697302823,476078138,6
4697302817,476078138,7
4710347013,477732091,0
4710347012,477732091,1
4710347011,477732091,2
4710347010,477732091,3
4710347013,477732091,4
4714364022,478185162,0
4714364211,478185162,1
4714364213,478185162,2
4714364023,478185162,3
4714364022,478185162,4
4716204324,478394133,0
4716204313,478394133,1
4716204312,478394133,2
4716204311,478394133,3
4716204324,478394133,4
4717120427,478494920,0
4717120426,478494920,1
4717120425,478494920,2
4717120424,478494920,3
4717120427,478494920,4
4717975225,478555913,0
4717975226,478555913,1
4717975227,478555913,2
4717975228,478555913,3
4717975225,478555913,4
4723989265,479265402,0
4723989264,479265402,1
4723989263,479265402,2
4723989262,479265402,3
4723989261,479265402,4
4723989260,479265402,5
4723989259,479265402,6
4723989258,479265402,7
4723989265,479265402,8
4728683676,479825382,0
4728683687,479825382,1
4728683680,479825382,2
4728683684,479825382,3
4728683808,479825382,4
4728683678,479825382,5
4728683679,479825382,6
4752146463,482386554,0
4752146464,482386554,1
4752146461,482386554,2
4752146460,482386554,3
4752146463,482386554,4
4796684336,487158773,0
4796684337,487158773,1
4796684338,487158773,2
4796684339,487158773,3
4796684336,487158773,4
4853678450,493451292,0
4853678452,493451292,1
4853678451,493451292,2
4853678448,493451292,3
4853678450,493451292,4
4862096071,494449700,0
4862096081,494449700,1
4862096089,494449700,2
4862096080,494449700,3
4862096071,494449700,4
4874058518,495673830,0
4874058519,495673830,1
4874058520,495673830,2
4874058517,495673830,3
4874058516,495673830,4
4874058515,495673830,5
4874058512,495673830,6
4874058511,495673830,7
4874058510,495673830,8
4874058514,495673830,9
4874058518,495673830,10
4879643130,496253786,0
4879643149,496253786,1
4879643168,496253786,2
4879643155,496253786,3
4879643130,496253786,4
4938177715,503530352,0
4938177714,503530352,1
4938177713,503530352,2
4938177712,503530352,3
4938177711,503530352,4
4938177710,503530352,5
4938177671,503530352,6
4938177670,503530352,7
4938177669,503530352,8
